"Subject" "Activity" "Feature" "Mean"
17 "LAYING" "tGravityAcc-std()-Z" -0.949039213831522
17 "LAYING" "tBodyAccJerk-mean()-X" 0.0814060565059783
17 "LAYING" "tBodyAccJerk-mean()-Y" 0.00848949673339674
17 "LAYING" "tBodyAccJerk-mean()-Z" 0.00270288011005435
17 "LAYING" "tBodyAccJerk-std()-X" -0.682603096154891
17 "LAYING" "tBodyAccJerk-std()-Y" -0.668693821044565
17 "LAYING" "tBodyAccJerk-std()-Z" -0.813339560652174
17 "LAYING" "tBodyGyro-mean()-X" -0.0146686177049565
17 "LAYING" "tBodyGyro-mean()-Y" -0.082710926198038
17 "LAYING" "tBodyGyro-mean()-Z" 0.077025064375462
17 "LAYING" "tBodyGyro-std()-X" -0.759011119945652
17 "LAYING" "tBodyGyro-std()-Y" -0.764867040625
17 "LAYING" "tBodyGyro-std()-Z" -0.720741038680163
17 "LAYING" "tBodyGyroJerk-mean()-X" -0.107854170946467
17 "LAYING" "tBodyGyroJerk-mean()-Y" -0.039171944702962
17 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0508496510874185
17 "LAYING" "tBodyGyroJerk-std()-X" -0.788387981630435
17 "LAYING" "tBodyGyroJerk-std()-Y" -0.825988662771739
17 "LAYING" "tBodyGyroJerk-std()-Z" -0.808251302907609
17 "LAYING" "tBodyAccMag-mean()" -0.568367244093859
17 "LAYING" "tBodyAccMag-std()" -0.636074477703533
17 "LAYING" "tGravityAccMag-mean()" -0.568367244093859
17 "LAYING" "tGravityAccMag-std()" -0.636074477703533
17 "LAYING" "tBodyAccJerkMag-mean()" -0.696465197235054
17 "LAYING" "tBodyAccJerkMag-std()" -0.693946394750815
17 "LAYING" "tBodyGyroMag-mean()" -0.676185123284103
17 "LAYING" "tBodyGyroMag-std()" -0.750145260967391
17 "LAYING" "tBodyGyroJerkMag-mean()" -0.810438232853261
17 "LAYING" "tBodyGyroJerkMag-std()" -0.825255969701087
17 "LAYING" "fBodyAcc-mean()-X" -0.651780423718288
17 "LAYING" "fBodyAcc-mean()-Y" -0.601741376260245
17 "LAYING" "fBodyAcc-mean()-Z" -0.718947424896739
17 "LAYING" "fBodyAcc-std()-X" -0.59351017342337
17 "LAYING" "fBodyAcc-std()-Y" -0.576930056063587
17 "LAYING" "fBodyAcc-std()-Z" -0.656622932009511
17 "LAYING" "fBodyAcc-meanFreq()-X" -0.226292383353533
17 "LAYING" "fBodyAcc-meanFreq()-Y" 0.00529992922366848
17 "LAYING" "fBodyAcc-meanFreq()-Z" 0.00755635803706522
17 "LAYING" "fBodyAccJerk-mean()-X" -0.716681622653533
17 "LAYING" "fBodyAccJerk-mean()-Y" -0.694754837788043
17 "LAYING" "fBodyAccJerk-mean()-Z" -0.802528785896739
17 "LAYING" "fBodyAccJerk-std()-X" -0.67654494089212
17 "LAYING" "fBodyAccJerk-std()-Y" -0.663158393238587
17 "LAYING" "fBodyAccJerk-std()-Z" -0.822801747581522
17 "LAYING" "fBodyAccJerk-meanFreq()-X" -0.0799059758048913
17 "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.161634762970163
17 "LAYING" "fBodyAccJerk-meanFreq()-Z" -0.162384817735924
17 "LAYING" "fBodyGyro-mean()-X" -0.728710411180707
17 "LAYING" "fBodyGyro-mean()-Y" -0.774745258994565
17 "LAYING" "fBodyGyro-mean()-Z" -0.726857840652174
17 "LAYING" "fBodyGyro-std()-X" -0.770057225710326
17 "LAYING" "fBodyGyro-std()-Y" -0.761335243695652
17 "LAYING" "fBodyGyro-std()-Z" -0.745101477910326
17 "LAYING" "fBodyGyro-meanFreq()-X" -0.0811027581206794
17 "LAYING" "fBodyGyro-meanFreq()-Y" -0.106778297950136
17 "LAYING" "fBodyGyro-meanFreq()-Z" -0.0322664579146196
17 "LAYING" "fBodyAccMag-mean()" -0.646189154826902
17 "LAYING" "fBodyAccMag-std()" -0.687536943227717
17 "LAYING" "fBodyAccMag-meanFreq()" 0.035532440850462
17 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.697575558993207
17 "LAYING" "fBodyBodyAccJerkMag-std()" -0.692595778979891
17 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.216394127864783
17 "LAYING" "fBodyBodyGyroMag-mean()" -0.769498551467391
17 "LAYING" "fBodyBodyGyroMag-std()" -0.782232494673913
17 "LAYING" "fBodyBodyGyroMag-meanFreq()" 0.00488337138671196
17 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.829124468315217
17 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.833701023152174
17 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.232792536134511
18 "WALKING" "tBodyAcc-mean()-X" 0.277532463990385
18 "WALKING" "tBodyAcc-mean()-Y" -0.0166320241974519
18 "WALKING" "tBodyAcc-mean()-Z" -0.109979302360577
18 "WALKING" "tBodyAcc-std()-X" -0.727424520817308
18 "WALKING" "tBodyAcc-std()-Y" -0.660359480980769
18 "WALKING" "tBodyAcc-std()-Z" -0.763189317548077
18 "WALKING" "tGravityAcc-mean()-X" 0.756037328221154
18 "WALKING" "tGravityAcc-mean()-Y" 0.00878710293269231
18 "WALKING" "tGravityAcc-mean()-Z" 0.123233612144231
18 "WALKING" "tGravityAcc-std()-X" -0.984742098269231
18 "WALKING" "tGravityAcc-std()-Y" -0.970366920048077
18 "WALKING" "tGravityAcc-std()-Z" -0.962907091682692
18 "WALKING" "tBodyAccJerk-mean()-X" 0.0779593650163461
18 "WALKING" "tBodyAccJerk-mean()-Y" 0.00909718260949519
18 "WALKING" "tBodyAccJerk-mean()-Z" -0.00106857080784615
18 "WALKING" "tBodyAccJerk-std()-X" -0.76586963875
18 "WALKING" "tBodyAccJerk-std()-Y" -0.749856730817308
18 "WALKING" "tBodyAccJerk-std()-Z" -0.890859767067308
18 "WALKING" "tBodyGyro-mean()-X" -0.0322331371552885
18 "WALKING" "tBodyGyro-mean()-Y" -0.0702763082291827
18 "WALKING" "tBodyGyro-mean()-Z" 0.0842980728913462
18 "WALKING" "tBodyGyro-std()-X" -0.817285227177885
18 "WALKING" "tBodyGyro-std()-Y" -0.792461568653846
18 "WALKING" "tBodyGyro-std()-Z" -0.794378538509615
18 "WALKING" "tBodyGyroJerk-mean()-X" -0.0955440540863462
18 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0426831572692308
18 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0496270950754808
18 "WALKING" "tBodyGyroJerk-std()-X" -0.834848288028846
18 "WALKING" "tBodyGyroJerk-std()-Y" -0.915314038413461
18 "WALKING" "tBodyGyroJerk-std()-Z" -0.860623664375
18 "WALKING" "tBodyAccMag-mean()" -0.697312153605769
18 "WALKING" "tBodyAccMag-std()" -0.730271805927885
18 "WALKING" "tGravityAccMag-mean()" -0.697312153605769
18 "WALKING" "tGravityAccMag-std()" -0.730271805927885
18 "WALKING" "tBodyAccJerkMag-mean()" -0.785910973269231
18 "WALKING" "tBodyAccJerkMag-std()" -0.776923896471154
18 "WALKING" "tBodyGyroMag-mean()" -0.744997704182692
18 "WALKING" "tBodyGyroMag-std()" -0.795796275384615
18 "WALKING" "tBodyGyroJerkMag-mean()" -0.879167433125
18 "WALKING" "tBodyGyroJerkMag-std()" -0.908561989326923
18 "WALKING" "fBodyAcc-mean()-X" -0.744749031875
18 "WALKING" "fBodyAcc-mean()-Y" -0.690897101057692
18 "WALKING" "fBodyAcc-mean()-Z" -0.822796272884615
18 "WALKING" "fBodyAcc-std()-X" -0.721478986153846
18 "WALKING" "fBodyAcc-std()-Y" -0.666702601067308
18 "WALKING" "fBodyAcc-std()-Z" -0.752665749889423
18 "WALKING" "fBodyAcc-meanFreq()-X" -0.181033140312851
18 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0147789563355769
18 "WALKING" "fBodyAcc-meanFreq()-Z" -0.00837583699807693
18 "WALKING" "fBodyAccJerk-mean()-X" -0.777145342740385
18 "WALKING" "fBodyAccJerk-mean()-Y" -0.760793109615385
18 "WALKING" "fBodyAccJerk-mean()-Z" -0.879102215865385
18 "WALKING" "fBodyAccJerk-std()-X" -0.775219162788462
18 "WALKING" "fBodyAccJerk-std()-Y" -0.755009613365385
18 "WALKING" "fBodyAccJerk-std()-Z" -0.901341426298077
18 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.0415699509519231
18 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.214482176636394
18 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.0892579069245192
18 "WALKING" "fBodyGyro-mean()-X" -0.793787668605769
18 "WALKING" "fBodyGyro-mean()-Y" -0.849176455
18 "WALKING" "fBodyGyro-mean()-Z" -0.789381459663462
18 "WALKING" "fBodyGyro-std()-X" -0.826478471086538
18 "WALKING" "fBodyGyro-std()-Y" -0.766506593028846
18 "WALKING" "fBodyGyro-std()-Z" -0.815015477740385
18 "WALKING" "fBodyGyro-meanFreq()-X" -0.0959895970413462
18 "WALKING" "fBodyGyro-meanFreq()-Y" -0.284939054436538
18 "WALKING" "fBodyGyro-meanFreq()-Z" -0.0978526013629808
18 "WALKING" "fBodyAccMag-mean()" -0.735084941985577
18 "WALKING" "fBodyAccMag-std()" -0.769815429663462
18 "WALKING" "fBodyAccMag-meanFreq()" 0.0939107208471154
18 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.771023956860577
18 "WALKING" "fBodyBodyAccJerkMag-std()" -0.785416341201923
18 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.253077249489149
18 "WALKING" "fBodyBodyGyroMag-mean()" -0.837031427067308
18 "WALKING" "fBodyBodyGyroMag-std()" -0.805546287307692
18 "WALKING" "fBodyBodyGyroMag-meanFreq()" -0.0986364542399038
18 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.906618600288462
18 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.917877494139423
18 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.136472474402067
18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.274713069679487
18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0181513286089596
18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.105622849346154
18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.65087337051282
18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.582794875788462
18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.619471669038462
18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.664631141858974
18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0485407951602564
18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" 0.0456655913461538
18 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.974000779166667
18 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.968442177564103
18 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.954803625705128
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0768429968839744
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0179355279941026
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" 0.00340469970022564
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.693010865128205
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.710452434551282
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.789121764230769
18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0442877035342949
18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0645449468569231
18 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0995632384141026
18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.787531731538462
18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.757228573653846
18 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.680591075961538
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0928814969151282
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0461505589173077
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0664764726665385
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.853620397692308
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.842365719038462
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.809269327692308
18 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.606449350128205
18 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.635538669641026
18 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.606449350128205
18 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.635538669641026
18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.711229615064103
18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.702931367692308
18 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.674386287884615
18 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.749089436589744
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.834209954615385
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.861903134551282
18 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.673532741602564
18 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.627343087307692
18 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.679139751025641
18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.643012633269231
18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.587685753916667
18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.617818544679487
18 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.249294619669231
18 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0134322444608974
18 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0167198494432115
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.713853056602564
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.721873891089744
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.771605239230769
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.698916201602564
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.71811546301282
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.805272325705128
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.105897247203846
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.208224146023077
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.16853990023141
18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.779717596076923
18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.772665113910256
18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.711320518717949
18 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.793104268326923
18 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.750544169423077
18 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.70153658224359
18 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.137071917868269
18 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.192861499249167
18 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.0774130371467949
18 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" -0.647930089102564
18 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.686022213333333
18 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.0873691073596154
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.70405697525641
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.703221489807692
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.186622273622436
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.788626892948718
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.768752857551282
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.00234728622564103
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.855388919038461
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.881312495897436
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.268910169823077
19 "LAYING" "tBodyAcc-mean()-X" 0.269723487105556
19 "LAYING" "tBodyAcc-mean()-Y" -0.0182031515710306
19 "LAYING" "tBodyAcc-mean()-Z" -0.118277180099383
19 "LAYING" "tBodyAcc-std()-X" -0.574658922919194
19 "LAYING" "tBodyAcc-std()-Y" -0.507035084992639
19 "LAYING" "tBodyAcc-std()-Z" -0.649184726556944
19 "LAYING" "tGravityAcc-mean()-X" 0.475323016
19 "LAYING" "tGravityAcc-mean()-Y" 0.0964052626666667
19 "LAYING" "tGravityAcc-mean()-Z" 0.233011401195083
19 "LAYING" "tGravityAcc-std()-X" -0.958290447861111
19 "LAYING" "tGravityAcc-std()-Y" -0.95925383425
19 "LAYING" "tGravityAcc-std()-Z" -0.94180028475
19 "LAYING" "tBodyAccJerk-mean()-X" 0.0774171147766389
19 "LAYING" "tBodyAccJerk-mean()-Y" 0.0115812421960876
19 "LAYING" "tBodyAccJerk-mean()-Z" -0.00186198850195833
19 "LAYING" "tBodyAccJerk-std()-X" -0.571088266146083
19 "LAYING" "tBodyAccJerk-std()-Y" -0.571311190432222
19 "LAYING" "tBodyAccJerk-std()-Z" -0.705342976190833
19 "LAYING" "tBodyGyro-mean()-X" -0.0385723953346511
19 "LAYING" "tBodyGyro-mean()-Y" -0.0681420603177778
19 "LAYING" "tBodyGyro-mean()-Z" 0.0883609591559167
19 "LAYING" "tBodyGyro-std()-X" -0.637789914575556
19 "LAYING" "tBodyGyro-std()-Y" -0.643866300560306
19 "LAYING" "tBodyGyro-std()-Z" -0.645682212189167
19 "LAYING" "tBodyGyroJerk-mean()-X" -0.0895939425055556
19 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0383208736670278
19 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0569649444286944
19 "LAYING" "tBodyGyroJerk-std()-X" -0.618836206634444
19 "LAYING" "tBodyGyroJerk-std()-Y" -0.725991380623889
19 "LAYING" "tBodyGyroJerk-std()-Z" -0.686684583831583
19 "LAYING" "tBodyAccMag-mean()" -0.531507362111361
19 "LAYING" "tBodyAccMag-std()" -0.599552767486306
19 "LAYING" "tGravityAccMag-mean()" -0.531507362111361
19 "LAYING" "tGravityAccMag-std()" -0.599552767486306
19 "LAYING" "tBodyAccJerkMag-mean()" -0.5762252472125
19 "LAYING" "tBodyAccJerkMag-std()" -0.601918552871944
19 "LAYING" "tBodyGyroMag-mean()" -0.548919668132222
19 "LAYING" "tBodyGyroMag-std()" -0.610093380740278
19 "LAYING" "tBodyGyroJerkMag-mean()" -0.683436541824444
19 "LAYING" "tBodyGyroJerkMag-std()" -0.7255986988425
19 "LAYING" "fBodyAcc-mean()-X" -0.587050355097528
19 "LAYING" "fBodyAcc-mean()-Y" -0.521888076609778
19 "LAYING" "fBodyAcc-mean()-Z" -0.647026298284028
19 "LAYING" "fBodyAcc-std()-X" -0.5708979748225
19 "LAYING" "fBodyAcc-std()-Y" -0.530901585022361
19 "LAYING" "fBodyAcc-std()-Z" -0.680291382637222
19 "LAYING" "fBodyAcc-meanFreq()-X" -0.212433282953944
19 "LAYING" "fBodyAcc-meanFreq()-Y" 0.0703873634217222
19 "LAYING" "fBodyAcc-meanFreq()-Z" 0.160383893888278
19 "LAYING" "fBodyAccJerk-mean()-X" -0.593157169174611
19 "LAYING" "fBodyAccJerk-mean()-Y" -0.596694943936944
19 "LAYING" "fBodyAccJerk-mean()-Z" -0.680924493180556
19 "LAYING" "fBodyAccJerk-std()-X" -0.586910128980833
19 "LAYING" "fBodyAccJerk-std()-Y" -0.572596722878
19 "LAYING" "fBodyAccJerk-std()-Z" -0.728521901498861
19 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.00263882956916667
19 "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.160787596137611
19 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.00225579910068611
19 "LAYING" "fBodyGyro-mean()-X" -0.553089575942778
19 "LAYING" "fBodyGyro-mean()-Y" -0.641337299817778
19 "LAYING" "fBodyGyro-mean()-Z" -0.602625307818389
19 "LAYING" "fBodyGyro-std()-X" -0.666071315599889
19 "LAYING" "fBodyGyro-std()-Y" -0.650105402347778
19 "LAYING" "fBodyGyro-std()-Z" -0.694729075491667
19 "LAYING" "fBodyGyro-meanFreq()-X" -0.0321842609068333
19 "LAYING" "fBodyGyro-meanFreq()-Y" -0.19629760694
19 "LAYING" "fBodyGyro-meanFreq()-Z" -0.0415013769106389
19 "LAYING" "fBodyAccMag-mean()" -0.556404444967972
19 "LAYING" "fBodyAccMag-std()" -0.689860920113889
19 "LAYING" "fBodyAccMag-meanFreq()" 0.115775170635767
19 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.576064647812278
19 "LAYING" "fBodyBodyAccJerkMag-std()" -0.641089005857778
19 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.232074775101389
19 "LAYING" "fBodyBodyGyroMag-mean()" -0.636287999799167
19 "LAYING" "fBodyBodyGyroMag-std()" -0.662325968145833
19 "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.0199336248458333
19 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.719519008752778
19 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.754223739441667
19 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.128629739389444
20 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.26629102619697
20 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0171755888874242
20 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.10776643659697
20 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" -0.730842608423485
20 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.576214528026894
20 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.708502719996212
20 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.640035175458333
20 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0118533098295455
20 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" 0.114564479136629
20 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.958940506856061
20 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.956186145643939
20 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.941346905060606
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0829970252886364
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.00409392012833333
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.00492581856645076
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.738456741701136
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.697094087916667
20 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.808306622901515
20 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0264536290416288
20 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0778519699030682
20 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0857951641734848
20 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.769903129628788
20 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.717645621940151
20 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.670903029889394
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0958769719390151
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0426550391503788
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0543895193212121
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.792245561973485
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.778059146087121
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.779487395189394
20 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" -0.663082338813258
20 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" -0.693939335325758
20 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" -0.663082338813258
20 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" -0.693939335325758
20 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.741137579134091
20 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.710880025417045
20 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.667928326815151
20 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.697665905498788
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.791142682693182
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.769587409686364
20 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.726893238715909
20 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.615778390488636
20 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.732682394225
20 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.733380013048182
20 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.583608401865909
20 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.718562026022727
20 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.184476135757955
20 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0295507852626515
20 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0633816947079545
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.749530549579277
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.713928055945076
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.792631710723485
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.750517448246212
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.699461833916515
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.822587580079545
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.0179163196529545
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.26940800239875
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.144420068240795
20 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.734184093444318
20 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.717660117133977
20 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.676819851125379
